Date,DayOfWeek,Hour,MISO: Demand ISO Multiday Forecast(6947)-MW,PJM: ISO Original Forecasted Demand - PJM RTO(11019)-MW,GS-PIQ: NY Demand Forecast (Mod) Multi-Day (Details)(4252)-MW,PJM: Generation Forecast - Wind (Real Time)(49867)-MW,MISO: Next Day Wind Forecast(106728)-MW,ARGUS: NatGas - Average -  Transco Z6 Non-NY(4631)-$/MCF,WBI: Temp New York City NY (NYC)(5708)-Deg,PJM: Southern Forecasted Factored Weather Temp(6177)-F,PJM: Western Forecasted Factored Weather Temp(6024)-F,PJM: COMED Forecasted Factored Weather Temp(6804)-F,GS-PIQ: MISO Forecasted Factored Weather Temp(6882)-F,PJM: Tie-Flows MISO imports 5Min(7732)-MW,PJM: InterTieFlow-NYIS(6096)-MW
1/24/2022 23:00,Monday,23,77860,99427,17854,4757.52,14362,6.3,35,35,32,13,21,2920.5,-1934
1/25/2022 0:00,Tuesday,0,76660,96131,17029,4615.28,14165,6.3,35,39,31,9,20,3523.58,-1966.33
1/25/2022 1:00,Tuesday,1,75260,94366,16465,4584.66,13556,6.6,36,38,31,8,19,3890.42,-2013.42
1/25/2022 2:00,Tuesday,2,74680,93544,16095,4531.81,12985,6.91,38,38,30,8,18,3899,-2033.58
1/25/2022 3:00,Tuesday,3,74700,93918,15965,4355.64,12522,7.22,37,37,29,7,16,3777,-2230.42
1/25/2022 4:00,Tuesday,4,75520,95938,16177,4061.71,12169,7.53,36,38,27,6,15,3790.83,-2161.67
1/25/2022 5:00,Tuesday,5,77910,100714,16943,3858.02,11885,7.84,37,37,26,5,15,3664.83,-2310.17
1/25/2022 6:00,Tuesday,6,82590,108269,18122,3684.71,11519,8.14,37,37,25,4,14,3429.92,-2215.58
1/25/2022 7:00,Tuesday,7,88080,113121,19166,3380.02,11062,8.45,36,36,24,3,13,3400.92,-2312.83
1/25/2022 8:00,Tuesday,8,90210,113264,19609,2992.7,10660,8.76,36,37,23,2,13,3006.42,-2100.17
1/25/2022 9:00,Tuesday,9,90070,110922,19831,2304.57,10048,9.07,36,39,22,3,13,3741.67,-2338.08
1/25/2022 10:00,Tuesday,10,89120,108832,19890,2102.87,9136,9.38,38,43,23,5,15,3611.92,-2120.17
1/25/2022 11:00,Tuesday,11,88060,107238,19890,2122.77,8114,9.68,38,45,23,7,17,3640.08,-1906.92
1/25/2022 12:00,Tuesday,12,86910,106100,19878,2297.73,7284,9.99,40,46,24,9,19,3374,-1927.33
1/25/2022 13:00,Tuesday,13,85960,105502,19831,2455.02,6975,10.3,41,47,25,10,20,3843.75,-2191.08
1/25/2022 14:00,Tuesday,14,85060,105185,19752,2486.79,7030,10.61,42,47,25,11,21,3759.83,-1960.5
1/25/2022 15:00,Tuesday,15,84340,106120,19768,2561.58,7051,10.91,42,47,25,11,22,3564.54,-2122.25
1/25/2022 16:00,Tuesday,16,84580,109642,20201,2832.47,6929,11.22,41,46,25,11,22,3746.42,-2534.33
1/25/2022 17:00,Tuesday,17,86740,115180,21001,3279.84,6875,11.53,38,44,24,11,21,3351.83,-2499.42
1/25/2022 18:00,Tuesday,18,90270,117494,20986,3807.46,7094,11.84,37,41,21,8,19,3654.25,-2600.92
1/25/2022 19:00,Tuesday,19,91180,117540,20416,4350.56,7380,12.15,34,39,20,6,17,3794.42,-2298
1/25/2022 20:00,Tuesday,20,90400,116187,19799,4574.61,7413,12.45,34,37,18,5,16,3800.83,-2426.58
1/25/2022 21:00,Tuesday,21,88950,113666,18945,4384.13,7129,12.76,32,35,17,3,15,3792.42,-2289.75
1/25/2022 22:00,Tuesday,22,86530,109732,17901,3946.12,6753,13.07,31,34,16,2,14,3762.08,-2255.92
1/25/2022 23:00,Tuesday,23,83570,106081,16999,3621.16,6611,13.38,30,33,15,1,13,3537.42,-2230.33
1/26/2022 0:00,Wednesday,0,82500,102785,16950,3262.87,7442,13.47,30,32,14,-1,12,3113.83,-1893.75
1/26/2022 1:00,Wednesday,1,81200,101942,16709,2886.65,7265,13.32,28,31,14,-2,11,2879.42,-1959.17
1/26/2022 2:00,Wednesday,2,80780,102027,16584,2574.8,7254,13.16,26,30,13,-3,10,2806.58,-1945.75
1/26/2022 3:00,Wednesday,3,80920,103235,16602,2194.62,7530,13,24,29,12,-4,9,2600.83,-1930.75
1/26/2022 4:00,Wednesday,4,81770,105934,16923,1855.1,8389,12.85,24,28,11,-5,9,2176.5,-2087.08
1/26/2022 5:00,Wednesday,5,84070,111142,17832,1595.86,9762,12.69,22,27,11,-6,8,1966.58,-2084.92
1/26/2022 6:00,Wednesday,6,88640,118615,19275,1368.49,11372,12.53,22,27,10,-7,7,1893.92,-2009.42
1/26/2022 7:00,Wednesday,7,94350,123486,20469,1056.79,13021,12.37,22,26,10,-7,7,1932.42,-2057.5
1/26/2022 8:00,Wednesday,8,95940,123675,20968,839.32,14529,12.22,21,26,10,-8,7,1813.17,-2281.75
1/26/2022 9:00,Wednesday,9,95230,121006,21039,699.75,15718,12.06,22,28,11,-7,8,1692.17,-2418.08
1/26/2022 10:00,Wednesday,10,93760,118273,20825,702.76,16521,11.9,22,30,12,-4,11,1944.33,-2512.75
1/26/2022 11:00,Wednesday,11,91950,116037,20665,695.64,16904,11.75,24,32,15,0,14,2138.17,-2380.42
1/26/2022 12:00,Wednesday,12,90000,114401,20487,784.09,17211,11.59,26,33,16,4,18,2020,-2248.33
1/26/2022 13:00,Wednesday,13,88190,113328,20362,861.07,17746,11.43,26,34,18,7,21,2023.92,-2131.17
1/26/2022 14:00,Wednesday,14,86620,112570,20433,978.24,18363,11.28,27,34,19,9,23,1685.75,-1878.83
1/26/2022 15:00,Wednesday,15,85400,113348,20861,1192.92,19073,11.12,27,35,20,10,25,1656.58,-1902.17
1/26/2022 16:00,Wednesday,16,85630,116380,21699,1683.65,19873,10.96,26,34,20,11,26,1681.92,-2052.75
1/26/2022 17:00,Wednesday,17,88220,121754,22732,2409.92,20664,10.81,26,32,19,11,25,1139.83,-2060.33
1/26/2022 18:00,Wednesday,18,92270,124718,22768,3224.88,21520,10.65,24,30,16,10,24,1132.67,-2057.5
1/26/2022 19:00,Wednesday,19,93330,124964,22305,4023.74,22359,10.49,24,28,15,9,22,1069.5,-1769.08
1/26/2022 20:00,Wednesday,20,92570,123538,21716,4671.92,22981,10.34,24,26,13,9,21,1085.75,-1863.33
1/26/2022 21:00,Wednesday,21,90850,120579,20897,5252.11,23378,10.18,24,25,12,10,21,1215.42,-1773.92
1/26/2022 22:00,Wednesday,22,87990,116082,19917,5622.24,23496,10.02,23,24,11,11,21,1163.67,-1729.75
1/26/2022 23:00,Wednesday,23,84490,112256,18990,5851.21,23313,9.86,22,23,11,12,21,1246,-1639
1/27/2022 0:00,Thursday,0,81980,107919,18250,6065.75,23048,9.75,21,22,8,12,20,1871.92,-1357
1/27/2022 1:00,Thursday,1,80400,106994,17998,6231.41,22569,9.68,19,21,7,14,20,2076.92,-1449.33
1/27/2022 2:00,Thursday,2,79650,106863,17776,6370.83,21960,9.62,20,19,6,17,21,1772.42,-1165.5
1/27/2022 3:00,Thursday,3,79440,107656,17786,6578.63,21361,9.55,18,19,7,18,21,1569.33,-1359.42
1/27/2022 4:00,Thursday,4,80010,110063,18054,6600.02,20874,9.48,18,19,8,19,21,1353.25,-1466.67
1/27/2022 5:00,Thursday,5,82060,115096,18902,6653.73,20425,9.41,18,19,8,19,22,1184.67,-1519.33
1/27/2022 6:00,Thursday,6,86420,122883,20240,6658,19926,9.35,18,18,9,20,22,1043.08,-1538.83
1/27/2022 7:00,Thursday,7,91590,127268,21317,6510.16,19369,9.28,18,19,9,21,22,745,-1436.5
1/27/2022 8:00,Thursday,8,92890,125958,21486,6124.2,19105,9.21,20,20,11,21,23,932.25,-1583.33
1/27/2022 9:00,Thursday,9,91750,121234,21355,5590.6,18679,9.15,21,25,14,22,24,1408.5,-1604.13
1/27/2022 10:00,Thursday,10,90050,116342,21067,5183.08,17942,9.08,24,30,18,24,26,1162.08,-1794.67
1/27/2022 11:00,Thursday,11,88270,112300,20777,5083.85,17620,9.01,26,33,23,26,29,1369.58,-1945.92
1/27/2022 12:00,Thursday,12,86370,109062,20460,4656.77,17638,8.95,29,35,26,27,30,1482,-1744.83
1/27/2022 13:00,Thursday,13,84690,106795,20198,4475.96,17587,8.88,30,37,28,28,32,1460.83,-1862.92
1/27/2022 14:00,Thursday,14,83190,105355,20115,4328.46,17624,8.81,30,39,30,29,33,1187.25,-1918.58
1/27/2022 15:00,Thursday,15,81980,105481,20501,4244.34,17331,8.75,31,40,31,30,33,1225.92,-1940.75
1/27/2022 16:00,Thursday,16,81980,108233,21315,4216.89,16608,8.68,32,39,32,30,33,1452.42,-1873.33
1/27/2022 17:00,Thursday,17,83790,114147,22322,4307.32,15724,8.61,30,37,31,29,33,1376.58,-1780.5
1/27/2022 18:00,Thursday,18,87130,117051,22280,4339.21,15084,8.55,30,34,31,28,31,1217.75,-1843.08
1/27/2022 19:00,Thursday,19,87850,116775,21839,4090.19,14825,8.48,30,32,31,27,29,857.92,-1979.17
1/27/2022 20:00,Thursday,20,86970,115064,21205,3787.54,14466,8.41,30,31,30,25,28,769.67,-1619.5
1/27/2022 21:00,Thursday,21,85450,111996,20281,3655.02,13714,8.34,29,31,30,24,26,804.33,-1776
1/27/2022 22:00,Thursday,22,82950,107290,19233,3454.81,12833,8.28,30,31,30,22,25,671.67,-1756.42
1/27/2022 23:00,Thursday,23,79920,102939,18197,3252.18,11819,8.21,30,31,29,21,24,938.58,-1775.17
1/28/2022 0:00,Friday,0,77110,98636,17017,3193.65,9254,8.16,30,29,30,27,25,1308.58,-1957
1/28/2022 1:00,Friday,1,75570,97129,16541,3063.39,8107,8.14,29,29,30,26,24,1484.17,-2061.92
1/28/2022 2:00,Friday,2,74880,96564,16262,3116.83,7153,8.12,30,29,30,24,23,1995.25,-2082.67
1/28/2022 3:00,Friday,3,74820,96920,16257,3240.08,6367,8.1,30,29,29,23,22,1894,-2086
1/28/2022 4:00,Friday,4,75510,98749,16477,3318.71,5783,8.07,30,29,28,21,21,1842.33,-2140.5
1/28/2022 5:00,Friday,5,77730,103109,17205,3251.36,5373,8.05,30,29,27,19,20,1408.42,-1792
1/28/2022 6:00,Friday,6,82240,109876,18426,3218.74,5021,8.03,30,29,27,18,18,1061.25,-1961
1/28/2022 7:00,Friday,7,87900,114923,19536,3058.09,4735,8,30,29,26,17,18,1251.75,-2087
1/28/2022 8:00,Friday,8,90200,115238,20125,2647.65,4439,7.98,32,30,25,16,17,1411.33,-1933.42
1/28/2022 9:00,Friday,9,90140,113745,20357,2710.05,4069,7.96,30,33,25,14,17,1764.92,-2092.83
1/28/2022 10:00,Friday,10,89340,111531,20434,2306.86,3521,7.93,30,36,25,15,19,1857.92,-2249.83
1/28/2022 11:00,Friday,11,88290,109429,20404,2068.06,2896,7.91,30,39,25,17,21,2082.83,-2240.42
1/28/2022 12:00,Friday,12,87040,107647,20313,2036.85,2353,7.89,32,40,26,18,23,1712.75,-2352.08
1/28/2022 13:00,Friday,13,85800,106435,20207,2194.39,1995,7.87,32,40,25,19,24,1798.33,-2405.67
1/28/2022 14:00,Friday,14,84600,105657,20192,2273.57,1845,7.84,32,41,25,21,25,1446,-2446.75
1/28/2022 15:00,Friday,15,83700,105820,20328,2323.14,1748,7.82,33,40,25,21,26,1153.42,-2340.83
1/28/2022 16:00,Friday,16,83730,107781,20736,2288.47,1733,7.8,33,39,24,20,26,1109.67,-2439.08
1/28/2022 17:00,Friday,17,85250,111943,21537,2356.84,1901,7.77,32,38,23,19,25,1018.33,-2408.58
1/28/2022 18:00,Friday,18,88140,113594,21477,2275.23,2343,7.75,32,37,22,16,23,1012.83,-2445.67
1/28/2022 19:00,Friday,19,88610,112777,21080,2276.91,3165,7.73,32,36,20,13,21,911.92,-2441.67
1/28/2022 20:00,Friday,20,87870,111410,20464,2199.96,4291,7.7,32,36,19,11,20,1209.5,-2461
1/28/2022 21:00,Friday,21,86830,109163,19678,2108.51,5510,7.68,31,35,18,8,18,1199,-2395.17
1/28/2022 22:00,Friday,22,84900,105694,18756,1996.61,6912,7.66,30,35,17,7,17,1171.92,-2443.92
1/28/2022 23:00,Friday,23,82270,102097,17895,1887.17,8424,7.63,30,34,16,5,16,1662.83,-2317.08
1/29/2022 0:00,Saturday,0,80880,102891,17326,1798.99,9790,7.61,30,32,14,10,16,1646,-2070.08
1/29/2022 1:00,Saturday,1,79310,101654,16927,1797.95,10562,7.59,28,32,13,9,15,1527.5,-2063.33
1/29/2022 2:00,Saturday,2,78610,101555,16696,1779.13,11343,7.57,26,31,11,9,15,1412.54,-2086.58
1/29/2022 3:00,Saturday,3,78440,101916,16573,1820.71,12041,7.54,22,31,10,7,14,1419.5,-2241.58
1/29/2022 4:00,Saturday,4,78770,103476,16696,1816.58,12704,7.52,22,31,10,5,14,1375,-2156.5
1/29/2022 5:00,Saturday,5,79840,106309,17050,1868.26,13380,7.5,21,30,9,5,13,1181,-2123.08
1/29/2022 6:00,Saturday,6,81900,109989,17587,1959.08,13998,7.47,20,29,8,5,13,1034.33,-2170.67
1/29/2022 7:00,Saturday,7,85020,114286,18248,2182.84,14622,7.45,19,28,8,6,13,1016.83,-2199.42
1/29/2022 8:00,Saturday,8,86400,117179,19000,2284.33,15080,7.43,18,26,7,6,13,815.5,-2018.83
1/29/2022 9:00,Saturday,9,86550,117478,19522,2370.93,15285,7.4,14,26,9,7,15,1214.5,-2024.5
1/29/2022 10:00,Saturday,10,85810,116639,19877,2455.09,14716,7.38,15,26,11,10,18,1540,-1891.25
1/29/2022 11:00,Saturday,11,84100,114867,19983,2700.98,13417,7.36,15,27,13,13,22,1728.5,-2072.17
1/29/2022 12:00,Saturday,12,81900,112896,20060,3074.09,12560,7.34,17,27,16,16,25,1764.92,-2019.5
1/29/2022 13:00,Saturday,13,79660,111027,19998,3443.93,12429,7.31,17,28,18,18,28,1657.67,-1916
1/29/2022 14:00,Saturday,14,77750,109842,19968,3734.95,12597,7.29,17,29,19,21,30,1958.25,-2088
1/29/2022 15:00,Saturday,15,76340,110186,20045,3913.42,12873,7.27,19,29,20,22,32,1799,-2074.83
1/29/2022 16:00,Saturday,16,76570,112693,20475,3870.18,13109,7.24,20,29,20,23,32,1794.5,-2193
1/29/2022 17:00,Saturday,17,79160,117757,21304,4126.19,13573,7.22,20,28,19,23,32,1602,-2035.33
1/29/2022 18:00,Saturday,18,83200,121292,21354,4448.25,14649,7.2,19,25,18,22,30,1200.67,-1758
1/29/2022 19:00,Saturday,19,84300,121567,21055,4739.47,15962,7.17,18,24,16,21,28,1059.83,-1814.08
1/29/2022 20:00,Saturday,20,83800,120890,20524,4908,16872,7.15,17,24,15,21,27,886.42,-2060.58
1/29/2022 21:00,Saturday,21,82650,119618,19893,4901.33,17075,7.13,17,23,14,20,26,669.58,-1871.58
1/29/2022 22:00,Saturday,22,80560,117645,19163,4737.09,16663,7.11,15,22,13,20,25,882.42,-1863.42
1/29/2022 23:00,Saturday,23,77890,115389,18509,4450.99,15910,7.08,13,22,13,20,25,353.83,-1936.25
1/30/2022 0:00,Sunday,0,74930,107957,18017,4181.18,15299,7.06,12,21,11,18,24,486.25,-1751.83
1/30/2022 1:00,Sunday,1,73230,106832,17595,3898.28,14527,7.04,13,20,12,16,24,621.75,-1499.08
1/30/2022 2:00,Sunday,2,72240,106468,17342,3947.58,13669,7.01,12,20,13,16,24,522.92,-1042.25
1/30/2022 3:00,Sunday,3,71670,106776,17170,4245.08,12814,6.99,13,18,14,15,23,556.33,-1000.42
1/30/2022 4:00,Sunday,4,71580,107687,17183,4536.59,11782,6.97,13,18,14,13,23,575.08,-325.17
1/30/2022 5:00,Sunday,5,72130,109347,17356,4662.07,10522,6.94,12,17,14,13,22,1037.58,-41
1/30/2022 6:00,Sunday,6,73810,112271,17834,4601.9,9249,6.92,13,16,15,13,22,1002,10.08
1/30/2022 7:00,Sunday,7,76300,115163,18379,4231.85,8063,6.9,13,16,15,15,21,1056.08,-875
1/30/2022 8:00,Sunday,8,77530,115211,18924,3748.64,7013,6.88,13,17,15,15,21,1233.33,-725.75
1/30/2022 9:00,Sunday,9,77760,112192,19256,3146.53,5851,6.85,15,21,18,16,23,1549.83,-1699.75
1/30/2022 10:00,Sunday,10,77350,108461,19429,2629.2,4763,6.83,16,25,21,19,25,1898.83,-1907.5
1/30/2022 11:00,Sunday,11,76510,105305,19508,2088,4132,6.81,18,28,24,22,28,1648.08,-1972.92
1/30/2022 12:00,Sunday,12,75410,103133,19495,1818.18,3664,6.78,21,30,27,24,31,1531.25,-1960
1/30/2022 13:00,Sunday,13,74420,101440,19389,1690.07,3412,6.76,22,32,29,26,33,1646.25,-2184.17
1/30/2022 14:00,Sunday,14,73540,100761,19336,1574.43,3442,6.74,24,34,30,27,34,1778.83,-2067.58
1/30/2022 15:00,Sunday,15,73050,101427,19541,1457.92,3540,6.71,25,35,31,28,35,1620.75,-2117.42
1/30/2022 16:00,Sunday,16,73680,104196,20259,1268.87,3892,6.69,24,35,31,28,35,1494.25,-2085.75
1/30/2022 17:00,Sunday,17,76250,109659,21130,927.24,4802,6.67,24,34,30,28,35,912,-1984.67
1/30/2022 18:00,Sunday,18,80040,112791,21329,636.42,6252,6.65,22,31,28,25,33,884.42,-1909
1/30/2022 19:00,Sunday,19,80940,112408,21010,480.56,7796,6.62,22,30,26,24,31,771.17,-1920.92
1/30/2022 20:00,Sunday,20,80430,111280,20532,393.55,9010,6.6,22,29,24,23,29,908.75,-1954.17
1/30/2022 21:00,Sunday,21,79260,108450,19801,298.57,9864,6.58,24,29,23,22,28,753.75,-2001.75
1/30/2022 22:00,Sunday,22,77260,104692,18870,181.85,10384,6.55,23,28,22,21,27,761.92,-1946.25
1/30/2022 23:00,Sunday,23,74800,101435,18049,112.14,10652,6.53,22,28,20,21,26,1043.25,-2023.5
1/31/2022 0:00,Monday,0,72290,101322,17476,86.76,9928,6.51,22,26,18,24,26,1297.25,-1847.5
1/31/2022 1:00,Monday,1,71010,100410,17108,80.96,10145,6.48,21,26,17,23,25,1057.75,-1820.33
1/31/2022 2:00,Monday,2,70510,100290,16849,88.18,10147,6.46,21,23,18,23,24,1300.75,-1773
1/31/2022 3:00,Monday,3,70580,101242,16869,83.44,10063,6.44,20,21,17,22,23,1277.33,-1848.92
1/31/2022 4:00,Monday,4,71390,103730,17147,163.76,9952,6.41,20,21,17,21,23,1363.08,-1751.33
1/31/2022 5:00,Monday,5,73770,108418,17899,372.15,9843,6.39,20,21,16,19,22,1270.25,-1564.17
1/31/2022 6:00,Monday,6,78390,115960,19435,750.54,9710,6.37,19,21,16,18,22,889.08,-1731.67
1/31/2022 7:00,Monday,7,83910,120600,20588,1308.89,9392,6.35,20,22,15,16,21,612.58,-1973
1/31/2022 8:00,Monday,8,85560,120103,20833,1798.5,9716,6.32,21,24,16,15,21,648.17,-1975.25
1/31/2022 9:00,Monday,9,85020,116462,20787,1982.58,10157,6.3,22,29,18,16,23,727.33,-1871.75
1/31/2022 10:00,Monday,10,83860,113006,20656,2099.9,10242,6.28,26,34,22,21,28,729.5,-1906.58
1/31/2022 11:00,Monday,11,82540,109944,20436,2251.81,9923,6.25,27,37,27,25,32,1159.83,-1997.83
1/31/2022 12:00,Monday,12,81150,107464,20144,2379.59,9655,6.23,28,40,30,28,35,1611.42,-2093.5
1/31/2022 13:00,Monday,13,79820,105709,19939,2516.35,9991,6.21,29,41,32,30,38,1899,-2080.75
1/31/2022 14:00,Monday,14,78680,104545,19842,2713.9,11202,6.18,31,43,34,31,40,1315.75,-2057.42
1/31/2022 15:00,Monday,15,77810,104645,20132,3137.59,12903,6.16,30,43,35,32,41,1219.42,-2055.58
1/31/2022 16:00,Monday,16,77820,106734,20849,3779.74,14988,6.14,30,43,35,32,42,1489.5,-1970.67
1/31/2022 17:00,Monday,17,79560,112024,21839,4736.63,17563,6.12,29,41,33,32,41,1856.17,-1921.67
1/31/2022 18:00,Monday,18,82330,114990,21840,5465.24,19847,6.09,27,37,31,31,39,1630.67,-1851.75
1/31/2022 19:00,Monday,19,82790,114273,21416,6139.47,21214,6.07,26,36,29,30,37,1441.42,-2062.17
1/31/2022 20:00,Monday,20,81570,112387,20773,6738.64,22028,6.05,26,34,28,30,36,1627.75,-1931.08
1/31/2022 21:00,Monday,21,79410,108867,19837,7111.35,22938,6.02,26,33,27,31,36,1902.67,-1857.75
1/31/2022 22:00,Monday,22,76310,104219,18799,7250.33,23534,6,26,33,26,31,36,1621.67,-1978.33
1/31/2022 23:00,Monday,23,72900,100078,17747,7399.55,23718,5.98,26,32,26,31,36,1532.83,-2083.5
2/1/2022 0:00,Tuesday,0,70560,97091,17139,7333.1,23747,5.96,24,30,26,32,36,1713.67,-1825
2/1/2022 1:00,Tuesday,1,68670,95676,16701,7383.93,23374,5.95,25,30,25,33,36,1333.75,-1710.08
2/1/2022 2:00,Tuesday,2,67620,95299,16492,7431.2,22689,5.94,24,29,26,33,36,1397.75,-1562.75
2/1/2022 3:00,Tuesday,3,67380,95836,16492,7471.4,22035,5.93,24,26,26,33,36,1841.17,-1389.67
2/1/2022 4:00,Tuesday,4,68090,98522,16778,7607.81,21815,5.92,24,26,26,33,36,1919.75,-1197.17
2/1/2022 5:00,Tuesday,5,69910,104125,17577,7611.24,22038,5.91,24,26,26,33,36,1548.75,-1328.92
2/1/2022 6:00,Tuesday,6,73080,111829,18909,7643.26,22281,5.9,24,26,26,33,36,577.17,-1551.58
2/1/2022 7:00,Tuesday,7,76850,116468,19724,7605.75,22242,5.88,23,26,26,35,36,287.75,-1500.5
2/1/2022 8:00,Tuesday,8,79810,115410,19859,7450.27,22472,5.87,24,28,27,35,36,1139.33,-1879
2/1/2022 9:00,Tuesday,9,80520,111708,19810,7019.01,22757,5.86,25,32,30,37,37,1517.83,-2135.92
2/1/2022 10:00,Tuesday,10,79610,107914,19683,6512.34,22896,5.85,28,35,34,39,39,1695.42,-2126.92
2/1/2022 11:00,Tuesday,11,78990,104201,19555,5994.29,22978,5.84,32,38,38,42,41,1381,-1997.5
2/1/2022 12:00,Tuesday,12,78470,101497,19386,5659.16,23108,5.83,32,41,42,43,42,1207.42,-2074.42
2/1/2022 13:00,Tuesday,13,78350,99608,19258,5432.89,23060,5.82,34,43,45,43,43,1209.08,-2172.83
2/1/2022 14:00,Tuesday,14,78270,98223,19200,5154.51,22714,5.81,35,44,47,43,44,1119.75,-2135
2/1/2022 15:00,Tuesday,15,78930,98210,19240,4878.08,22180,5.8,36,44,48,41,43,1337.75,-2168.92
2/1/2022 16:00,Tuesday,16,80400,99862,19669,4758.42,21548,5.79,35,44,48,41,43,937.92,-2194.58
2/1/2022 17:00,Tuesday,17,82760,105091,20486,5143.21,20890,5.78,33,42,47,40,43,957.67,-2252.92
2/1/2022 18:00,Tuesday,18,84620,107724,20459,5266.19,20276,5.77,34,38,45,38,42,927.08,-2093.25
2/1/2022 19:00,Tuesday,19,86120,107440,20030,5394.28,19792,5.75,33,36,43,37,40,832.75,-1919.58
2/1/2022 20:00,Tuesday,20,84770,105970,19414,5422.68,19364,5.74,33,35,42,36,38,1048.92,-2129.5
2/1/2022 21:00,Tuesday,21,82760,102546,18530,5500.27,18862,5.73,34,33,41,35,37,1008.83,-1991.83
2/1/2022 22:00,Tuesday,22,80290,98037,17525,5457.25,18330,5.72,34,33,41,33,36,1122.17,-1978.92
2/1/2022 23:00,Tuesday,23,77090,93717,16520,5369.93,17706,5.71,34,32,40,32,35,1257.33,-1890
2/2/2022 0:00,Wednesday,0,72990,91049,16264,5047.5,15823,5.72,33,28,40,32,34,2271.58,-1639.75
2/2/2022 1:00,Wednesday,1,70900,89707,15769,4913.59,15215,5.75,34,26,39,31,33,2786.33,-1604.08
2/2/2022 2:00,Wednesday,2,69810,89221,15540,4824.59,14488,5.78,32,27,39,29,32,2828.92,-1654.33
2/2/2022 3:00,Wednesday,3,69680,89724,15483,5004.62,13742,5.81,32,26,38,28,31,2745.92,-1599.67
2/2/2022 4:00,Wednesday,4,70170,91837,15771,4880.89,13139,5.84,34,26,38,26,31,2647.25,-1639.83
2/2/2022 5:00,Wednesday,5,71610,96733,16511,4937.1,12887,5.87,33,26,38,24,30,2658.33,-1852
2/2/2022 6:00,Wednesday,6,74230,103894,17821,4937.9,12860,5.9,34,27,37,23,29,2447,-1941.08
2/2/2022 7:00,Wednesday,7,77160,108660,18823,5075.28,13092,5.93,33,27,37,22,29,2417,-2019.33
2/2/2022 8:00,Wednesday,8,80150,108347,19181,4910.92,13192,5.96,35,29,37,21,28,2369.92,-2039.17
2/2/2022 9:00,Wednesday,9,81520,105887,19282,4882.08,13287,5.99,36,34,38,20,28,2684.25,-2170.25
2/2/2022 10:00,Wednesday,10,81660,103318,19239,5043.62,13509,6.02,39,39,40,19,28,2456.17,-2014
2/2/2022 11:00,Wednesday,11,81650,101059,19155,5261.01,13655,6.05,41,42,41,19,29,2485.42,-1938.75
2/2/2022 12:00,Wednesday,12,81610,99385,18946,5411.77,13687,6.08,42,45,42,19,29,2891.58,-1998.83
2/2/2022 13:00,Wednesday,13,81720,98100,18785,5446.72,13965,6.11,43,47,43,20,30,2634.33,-1924.58
2/2/2022 14:00,Wednesday,14,81900,97201,18769,5403,14576,6.14,45,49,43,20,30,2518.5,-1817.33
2/2/2022 15:00,Wednesday,15,82250,97210,18914,5488.53,15215,6.17,45,50,42,20,30,2216.83,-1740.33
2/2/2022 16:00,Wednesday,16,83270,98995,19493,5727.55,15559,6.2,44,49,42,21,30,2429.42,-1930.42
2/2/2022 17:00,Wednesday,17,85150,103615,20252,6115.98,15577,6.23,44,47,42,22,29,2317.58,-1777.92
2/2/2022 18:00,Wednesday,18,88010,105280,20283,6292.71,15653,6.26,42,45,41,21,28,2060.83,-1949
2/2/2022 19:00,Wednesday,19,88470,104304,19852,6462.97,15730,6.29,43,44,41,20,27,2267.75,-1836.67
2/2/2022 20:00,Wednesday,20,87070,102714,19217,6585.4,15511,6.32,41,42,40,20,26,2387.58,-1843.42
2/2/2022 21:00,Wednesday,21,84850,99876,18392,6720.98,15105,6.35,41,42,40,20,25,2692.67,-2076.42
2/2/2022 22:00,Wednesday,22,82170,95626,17361,6735.17,14660,6.38,42,43,40,20,24,3087.08,-2080.33
2/2/2022 23:00,Wednesday,23,78920,91685,16282,6880.18,14349,6.41,42,43,39,20,24,3328.17,-1841
2/3/2022 0:00,Thursday,0,74200,86522,15513,6762.46,14036,6.43,41,41,37,16,22,3891.67,-1539
2/3/2022 1:00,Thursday,1,72130,84646,15110,6611.54,13575,6.43,42,41,36,16,21,4557.33,-1403.75
2/3/2022 2:00,Thursday,2,71220,83687,14909,6430.9,13309,6.44,42,42,35,16,21,4576,-1454
2/3/2022 3:00,Thursday,3,71070,83805,14909,6366.86,13106,6.44,43,41,35,17,20,4391.17,-1391.92
2/3/2022 4:00,Thursday,4,71470,85509,15138,6245.41,13004,6.44,42,42,35,17,20,4238.25,-1403.5
2/3/2022 5:00,Thursday,5,72660,90052,15827,6038.87,13031,6.45,43,42,34,17,20,4605.83,-1546
2/3/2022 6:00,Thursday,6,75110,97073,17134,6152.36,13073,6.45,44,43,34,18,19,4391.58,-1654.67
2/3/2022 7:00,Thursday,7,78500,102227,18189,5921.67,12911,6.45,45,43,33,19,19,4291,-2018.5
2/3/2022 8:00,Thursday,8,81860,103324,18679,5708.9,12561,6.45,44,44,33,18,18,4182.83,-1912.75
2/3/2022 9:00,Thursday,9,83410,103455,18952,5690.99,11974,6.46,44,46,32,17,18,4385.5,-1941.83
2/3/2022 10:00,Thursday,10,83510,103107,19073,5648.66,11153,6.46,44,48,31,17,19,4339.58,-2001.33
