,Date,BF/Ref Gas,Biomass,Hydro,Non-Fossil,Solar,Uranium,Waste Biomass,Wind,Gasoil,LSFO,BIT - CAPP,BIT - ILB,BIT - NAPP,BIT - UB,Lignite,SUB - PRB,ANR LA,ANR OK,Algonquin Citygate,Algonquin Receipts,Carthage Hub,Chicago Citygate,Columbia Gulf; mainline,Consumers,Dominion-South,El Paso Permian,GTN Malin,Henry Hub,Iroquois Zone 2,Katy,NBPL Ventura,NGPL Midcon,NNG Demarc,NNG Ventura,Oneok OK,PG and E Citygate,Socal Citygate,Southern Star,TETCO M1 30-in,TETCO M3,TGP Z6 del,Transco Z5 del,Transco Z6 NY,Transco Z6 Non-NY,Waha
411,2022-02-16,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.61,3.2,2.82,1.279999971,1.804999948,1.26,3.84,3.615,3.0,3.71,3.695,4.0,3.655,2.86,3.58,4.155,3.89,4.265,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,3.815,4.875,4.345,3.77,3.67,0.0
412,2022-02-17,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.62,3.2,2.82,1.279999971,1.804999948,1.24,3.84,3.615,3.0,3.71,3.695,4.32,3.655,2.86,3.675,4.155,3.89,4.385,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,3.8,4.235,4.395,3.765,3.925,0.0
413,2022-02-18,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.62,3.2,2.82,1.279999971,1.804999948,1.23,3.84,3.615,3.0,3.71,3.695,4.455,3.655,2.86,4.135,4.155,3.89,4.57,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,4.44,8.59,4.86,4.44,4.18,0.0
414,2022-02-19,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.62,3.2,2.82,1.279999971,1.804999948,1.23,3.84,3.615,3.0,3.71,3.695,4.345,3.655,2.86,4.015,4.155,3.89,4.6,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,4.545,9.875,4.695,4.24,3.96,0.0
415,2022-02-20,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.62,3.2,2.82,1.279999971,1.804999948,1.23,3.84,3.615,3.0,3.71,3.695,4.345,3.655,2.86,4.015,4.155,3.89,4.6,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,4.545,9.875,4.695,4.24,3.96,0.0
416,2022-02-21,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.62,3.2,2.82,1.279999971,1.804999948,1.23,3.84,3.615,3.0,3.71,3.695,4.345,3.655,2.86,4.015,4.155,3.89,4.6,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,4.545,9.875,4.695,4.24,3.96,0.0
417,2022-02-22,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.62,3.2,2.82,1.279999971,1.804999948,1.23,3.84,3.615,3.0,3.71,3.695,4.345,3.655,2.86,4.015,4.155,3.89,4.6,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,4.545,9.875,4.695,4.24,3.96,0.0
418,2022-02-23,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.62,3.2,2.82,1.279999971,1.804999948,1.23,3.84,3.615,3.0,3.71,3.695,4.505,3.655,2.86,3.84,4.155,3.89,4.48,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,3.985,4.86,4.535,3.935,4.375,0.0
419,2022-02-24,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.62,3.2,2.82,1.279999971,1.804999948,1.23,3.84,3.615,3.0,3.71,3.695,4.755,3.655,2.86,4.17,4.155,3.89,4.57,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,4.86,14.665,4.765,4.625,4.39,0.0
420,2022-02-25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.63,3.25,2.84,1.279999971,1.804999948,1.21,3.84,3.615,3.0,3.71,3.695,4.84,3.655,2.86,4.48,4.155,3.89,4.77,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,5.545,24.72,4.91,4.905,4.575,0.0
421,2022-02-26,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.65,3.35,2.87,1.279999971,1.804999948,1.17,3.84,3.615,3.0,3.71,3.695,4.355,3.655,2.86,4.195,4.155,3.89,4.545,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,5.75,22.855,4.92,4.785,4.19,0.0
422,2022-02-27,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.66,3.46,2.91,1.279999971,1.804999948,1.13,3.84,3.615,3.0,3.71,3.695,4.355,3.655,2.86,4.195,4.155,3.89,4.545,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,5.75,22.855,4.92,4.785,4.19,0.0
423,2022-02-28,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.68,3.56,2.94,1.279999971,1.804999948,1.09,3.84,3.615,3.0,3.71,3.695,4.355,3.655,2.86,4.195,4.155,3.89,4.545,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,5.75,22.855,4.92,4.785,4.19,0.0
424,2022-03-01,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.7,3.66,2.97,1.279999971,1.804999948,1.05,3.84,3.615,3.0,3.71,3.695,4.08,3.655,2.86,3.82,4.155,3.89,4.28,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,3.985,8.03,4.36,4.05,3.72,0.0
425,2022-03-02,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.71,3.77,3.01,1.279999971,1.804999948,1.01,3.84,3.615,3.0,3.71,3.695,4.255,3.655,2.86,3.86,4.155,3.89,4.335,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,4.015,5.095,4.355,4.01,3.955,0.0
426,2022-03-03,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.73,3.87,3.04,1.279999971,1.804999948,0.97,3.84,3.615,3.0,3.71,3.695,4.455,3.655,2.86,4.275,4.155,3.89,4.65,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,4.8,21.925,4.735,4.715,4.13,0.0
427,2022-03-04,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.74,3.92,3.06,1.279999971,1.804999948,0.95,3.84,3.615,3.0,3.71,3.695,4.385,3.655,2.86,4.145,4.155,3.89,4.57,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,4.745,15.65,4.69,4.58,4.065,0.0
428,2022-03-05,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.74,3.92,3.06,1.279999971,1.804999948,0.95,3.84,3.615,3.0,3.71,3.695,4.58,3.655,2.86,3.895,4.155,3.89,4.73,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,3.965,4.815,4.74,3.94,4.1,0.0
429,2022-03-06,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.74,3.92,3.06,1.279999971,1.804999948,0.95,3.84,3.615,3.0,3.71,3.695,4.58,3.655,2.86,3.895,4.155,3.89,4.73,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,3.965,4.815,4.74,3.94,4.1,0.0
430,2022-03-07,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.74,3.92,3.06,1.279999971,1.804999948,0.95,3.84,3.615,3.0,3.71,3.695,4.58,3.655,2.86,3.895,4.155,3.89,4.73,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,3.965,4.815,4.74,3.94,4.1,0.0
431,2022-03-08,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.74,3.92,3.06,1.279999971,1.804999948,0.95,3.84,3.615,3.0,3.71,3.695,4.58,3.655,2.86,3.8924215093162005,4.155,3.89,4.73,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,3.965,4.815,4.74,3.94,4.09345631814503,0.0
432,2022-03-09,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.74,3.92,3.06,1.279999971,1.804999948,0.95,3.84,3.615,3.0,3.71,3.695,4.58,3.655,2.86,3.8723829506483005,4.155,3.89,4.73,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,4.317452684419383,4.815,4.74,3.94,4.079900980896778,0.0
433,2022-03-10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.74,3.92,3.06,1.279999971,1.804999948,0.95,3.84,3.615,3.0,3.71,3.695,4.58,3.655,2.86,3.8931857535653758,4.155,3.89,4.73,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,4.228694190193235,4.815,4.74,3.94,4.102267536674409,0.0
434,2022-03-11,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.74,3.92,3.06,1.279999971,1.804999948,0.95,3.84,3.615,3.0,3.71,3.695,4.58,3.655,2.86,3.870764566339826,4.155,3.89,4.73,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,4.227422376217106,4.815,4.74,3.94,4.074398343514646,0.0
435,2022-03-12,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.74,3.92,3.06,1.279999971,1.804999948,0.95,3.84,3.615,3.0,3.71,3.695,4.58,3.655,2.86,3.870848739512423,4.155,3.89,4.73,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,4.218482214686468,4.815,4.74,3.94,4.080645474081719,0.0
436,2022-03-13,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.74,3.92,3.06,1.279999971,1.804999948,0.95,3.84,3.615,3.0,3.71,3.695,4.58,3.655,2.86,3.831657538186915,4.155,3.89,4.73,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,4.157578998177235,4.815,4.74,3.94,4.023662454843601,0.0
437,2022-03-14,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.74,3.92,3.06,1.279999971,1.804999948,0.95,3.84,3.615,3.0,3.71,3.695,4.58,3.655,2.86,3.7923564879061034,4.155,3.89,4.73,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,4.098918394564131,4.815,4.74,3.94,3.966578991905444,0.0
438,2022-03-15,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.74,3.92,3.06,1.279999971,1.804999948,0.95,3.84,3.615,3.0,3.71,3.695,4.58,3.655,2.86,3.7711217864252355,4.155,3.89,4.73,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,4.0782785482469,4.815,4.74,3.94,3.93905321000639,0.0
439,2022-03-16,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.74,3.92,3.06,1.279999971,1.804999948,0.95,3.84,3.615,3.0,3.71,3.695,4.58,3.655,2.86,3.780739557595799,4.155,3.89,4.73,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,4.123058447779584,4.815,4.74,3.94,3.9619450450335796,0.0
440,2022-03-17,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.74,3.92,3.06,1.279999971,1.804999948,0.95,3.84,3.615,3.0,3.71,3.695,4.58,3.655,2.86,3.8231610767620667,4.155,3.89,4.73,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,4.237453792148591,4.815,4.74,3.94,4.038427832949778,0.0
441,2022-03-18,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.74,3.92,3.06,1.279999971,1.804999948,0.95,3.84,3.615,3.0,3.71,3.695,4.58,3.655,2.86,3.8223415500407043,4.155,3.89,4.73,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,4.258631225678763,4.815,4.74,3.94,4.044350404550075,0.0
442,2022-03-19,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.74,3.92,3.06,1.279999971,1.804999948,0.95,3.84,3.615,3.0,3.71,3.695,4.58,3.655,2.86,3.747836343766968,4.155,3.89,4.73,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,4.121409717158047,4.815,4.74,3.94,3.9300026776472206,0.0
443,2022-03-20,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.74,3.92,3.06,1.279999971,1.804999948,0.95,3.84,3.615,3.0,3.71,3.695,4.58,3.655,2.86,3.726337052786898,4.155,3.89,4.73,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,4.097115099437287,4.815,4.74,3.94,3.9021935466395252,0.0
444,2022-03-21,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.74,3.92,3.06,1.279999971,1.804999948,0.95,3.84,3.615,3.0,3.71,3.695,4.58,3.655,2.86,3.7418281159420994,4.155,3.89,4.73,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,4.151465370372474,4.815,4.74,3.94,3.9347691605384805,0.0
445,2022-03-22,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.74,3.92,3.06,1.279999971,1.804999948,0.95,3.84,3.615,3.0,3.71,3.695,4.58,3.655,2.86,3.7710526404267357,4.155,3.89,4.73,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,4.234670812606499,4.815,4.74,3.94,3.9897551342362307,0.0
446,2022-03-23,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.74,3.92,3.06,1.279999971,1.804999948,0.95,3.84,3.615,3.0,3.71,3.695,4.58,3.655,2.86,3.7808444598765343,4.155,3.89,4.73,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,4.275720605539096,4.815,4.74,3.94,4.013001211640267,0.0
447,2022-03-24,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.74,3.92,3.06,1.279999971,1.804999948,0.95,3.84,3.615,3.0,3.71,3.695,4.58,3.655,2.86,3.719715962270482,4.155,3.89,4.73,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,4.1643681661196945,4.815,4.74,3.94,3.9204487168698203,0.0
448,2022-03-25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.74,3.92,3.06,1.279999971,1.804999948,0.95,3.84,3.615,3.0,3.71,3.695,4.58,3.655,2.86,3.69448636148075,4.155,3.89,4.73,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,4.129380662497547,4.815,4.74,3.94,3.886468730231962,0.0
449,2022-03-26,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.74,3.92,3.06,1.279999971,1.804999948,0.95,3.84,3.615,3.0,3.71,3.695,4.58,3.655,2.86,3.685166411171826,4.155,3.89,4.73,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,4.127964541367639,4.815,4.74,3.94,3.8784233743765024,0.0
450,2022-03-27,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.74,3.92,3.06,1.279999971,1.804999948,0.95,3.84,3.615,3.0,3.71,3.695,4.58,3.655,2.86,3.6684729639162397,4.155,3.89,4.73,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,4.110272007832566,4.815,4.74,3.94,3.8582980968989355,0.0
451,2022-03-28,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.74,3.92,3.06,1.279999971,1.804999948,0.95,3.84,3.615,3.0,3.71,3.695,4.58,3.655,2.86,3.672902795562961,4.155,3.89,4.73,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,4.137341648236154,4.815,4.74,3.94,3.8726073402238126,0.0
452,2022-03-29,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.74,3.92,3.06,1.279999971,1.804999948,0.95,3.84,3.615,3.0,3.71,3.695,4.58,3.655,2.86,3.669074971200574,4.155,3.89,4.73,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,4.146266578451595,4.815,4.74,3.94,3.8733830518271044,0.0
453,2022-03-30,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.74,3.92,3.06,1.279999971,1.804999948,0.95,3.84,3.615,3.0,3.71,3.695,4.58,3.655,2.86,3.6863033253442734,4.155,3.89,4.73,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,4.199834458632495,4.815,4.74,3.94,3.9084743196077154,0.0
454,2022-03-31,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.74,3.92,3.06,1.279999971,1.804999948,0.95,3.84,3.615,3.0,3.71,3.695,4.58,3.655,2.86,3.6804791597781885,4.155,3.89,4.73,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,4.203598254106297,4.815,4.74,3.94,3.905871423222414,0.0
